ACC,,'ACC',,'ACC.csv',,,,'AME',,AME,,'AME.csv',,'AIV',,AIV,,'AIV.csv'
ACCO,,'ACCO',,'ACCO.csv',,,,'AMG',,AMG,,'AMG.csv',,'AIZ',,AIZ,,'AIZ.csv'
ACE,,'ACE',,'ACE.csv',,,,'AMP',,AMP,,'AMP.csv',,'AKAM',,AKAM,,'AKAM.csv'
ACG,,'ACG',,'ACG.csv',,,,'AMT',,AMT,,'AMT.csv',,'ALE',,ALE,,'ALE.csv'
ACH,,'ACH',,'ACH.csv',,,,'AN',,AN,,'AN.csv',,'ALL',,ALL,,'ALL.csv'
ACI,,'ACI',,'ACI.csv',,,,'AON',,AON,,'AON.csv',,'ALLE',,ALLE,,'ALLE.csv'
ACM,,'ACM',,'ACM.csv',,,,'APA',,APA,,'APA.csv',,'ALTR',,ALTR,,'ALTR.csv'
ACMP,,'ACMP',,'ACMP.csv',,,,'APC',,APC,,'APC.csv',,'ALXN',,ALXN,,'ALXN.csv'
ACN,,'ACN',,'ACN.csv',,,,'APD',,APD,,'APD.csv',,'AMAT',,AMAT,,'AMAT.csv'
ACP,,'ACP',,'ACP.csv',,,,'APH',,APH,,'APH.csv',,'AMD',,AMD,,'AMD.csv'
ACRE,,'ACRE',,'ACRE.csv',,,,'ARG',,ARG,,'ARG.csv',,'AME',,AME,,'AME.csv'
ACT,,'ACT',,'ACT.csv',,,,'ATI',,ATI,,'ATI.csv',,'AMG',,AMG,,'AMG.csv'
ACW,,'ACW',,'ACW.csv',,,,'AVB',,AVB,,'AVB.csv',,'AMGN',,AMGN,,'AMGN.csv'
ADC,,'ADC',,'ADC.csv',,,,'AVP',,AVP,,'AVP.csv',,'AMP',,AMP,,'AMP.csv'
ADM,,'ADM',,'ADM.csv',,,,'AVT',,AVT,,'AVT.csv',,'AMT',,AMT,,'AMT.csv'
ADPT,,'ADPT',,'ADPT.csv',,,,'AVY',,AVY,,'AVY.csv',,'AMZN',,AMZN,,'AMZN.csv'
ADS,,'ADS',,'ADS.csv',,,,'AXP',,AXP,,'AXP.csv',,'AN',,AN,,'AN.csv'
ADT,,'ADT',,'ADT.csv',,,,'AXR',,AXR,,'AXR.csv',,'ANF',,ANF,,'ANF.csv'
ADX,,'ADX',,'ADX.csv',,,,'AZO',,AZO,,'AZO.csv',,'AON',,AON,,'AON.csv'
AEB,,'AEB',,'AEB.csv',,,,'BA',,BA,,'BA.csv',,'APA',,APA,,'APA.csv'
AEC,,'AEC',,'AEC.csv',,,,'BAC',,BAC,,'BAC.csv',,'APC',,APC,,'APC.csv'
AED,,'AED',,'AED.csv',,,,'BAX',,BAX,,'BAX.csv',,'APD',,APD,,'APD.csv'
AEE,,'AEE',,'AEE.csv',,,,'BBT',,BBT,,'BBT.csv',,'APH',,APH,,'APH.csv'
AEG,,'AEG',,'AEG.csv',,,,'BBY',,BBY,,'BBY.csv',,'APOL',,APOL,,'APOL.csv'
AEH,,'AEH',,'AEH.csv',,,,'BCR',,BCR,,'BCR.csv',,'ARG',,ARG,,'ARG.csv'
AEK,,'AEK',,'AEK.csv',,,,'BDX',,BDX,,'BDX.csv',,'ATI',,ATI,,'ATI.csv'
AEL,,'AEL',,'AEL.csv',,,,'BEN',,BEN,,'BEN.csv',,'AVB',,AVB,,'AVB.csv'
AEM,,'AEM',,'AEM.csv',,,,'BHI',,BHI,,'BHI.csv',,'AVP',,AVP,,'AVP.csv'
AEO,,'AEO',,'AEO.csv',,,,'BK',,BK,,'BK.csv',,'AVT',,AVT,,'AVT.csv'
AEP,,'AEP',,'AEP.csv',,,,'BLK',,BLK,,'BLK.csv',,'AVY',,AVY,,'AVY.csv'
AER,,'AER',,'AER.csv',,,,'BLL',,BLL,,'BLL.csv',,'AXP',,AXP,,'AXP.csv'
AES,,'AES',,'AES.csv',,,,'BMS',,BMS,,'BMS.csv',,'AXR',,AXR,,'AXR.csv'
AES-C,,'AES-C',,'AES-C.csv',,,,'BMY',,BMY,,'BMY.csv',,'AZO',,AZO,,'AZO.csv'
AET,,'AET',,'AET.csv',,,,'BRT',,BRT,,'BRT.csv',,'BA',,BA,,'BA.csv'
AF,,'AF',,'AF.csv',,,,'BSX',,BSX,,'BSX.csv',,'BAC',,BAC,,'BAC.csv'
AF-C,,'AF-C',,'AF-C.csv',,,,'BWA',,BWA,,'BWA.csv',,'BAX',,BAX,,'BAX.csv'
AFA,,'AFA',,'AFA.csv',,,,'BXP',,BXP,,'BXP.csv',,'BBBY',,BBBY,,'BBBY.csv'
AFB,,'AFB',,'AFB.csv',,,,'C',,C,,'C.csv',,'BBT',,BBT,,'BBT.csv'
AFC,,'AFC',,'AFC.csv',,,,'CAG',,CAG,,'CAG.csv',,'BBY',,BBY,,'BBY.csv'
AFG,,'AFG',,'AFG.csv',,,,'CAH',,CAH,,'CAH.csv',,'BCR',,BCR,,'BCR.csv'
AFGE,,'AFGE',,'AFGE.csv',,,,'CAM',,CAM,,'CAM.csv',,'BDX',,BDX,,'BDX.csv'
AFL,,'AFL',,'AFL.csv',,,,'CAT',,CAT,,'CAT.csv',,'BEAM',,BEAM,,'BEAM.csv'
AFM,,'AFM',,'AFM.csv',,,,'CB',,CB,,'CB.csv',,'BEN',,BEN,,'BEN.csv'
AFQ,,'AFQ',,'AFQ.csv',,,,'CBG',,CBG,,'CBG.csv',,'BF.B',,BF.B,,'BF.B.csv'
AFS-A,,'AFS-A',,'AFS-A.csv',,,,'CBS',,CBS,,'CBS.csv',,'BHI',,BHI,,'BHI.csv'
AFSD,,'AFSD',,'AFSD.csv',,,,'CCE',,CCE,,'CCE.csv',,'BIG',,BIG,,'BIG.csv'
AFT,,'AFT',,'AFT.csv',,,,'CCI',,CCI,,'CCI.csv',,'BIIB',,BIIB,,'BIIB.csv'
AFW,,'AFW',,'AFW.csv',,,,'CCL',,CCL,,'CCL.csv',,'BK',,BK,,'BK.csv'
AG,,'AG',,'AG.csv',,,,'CF',,CF,,'CF.csv',,'BLK',,BLK,,'BLK.csv'
AGC,,'AGC',,'AGC.csv',,,,'CFN',,CFN,,'CFN.csv',,'BLL',,BLL,,'BLL.csv'
AGCO,,'AGCO',,'AGCO.csv',,,,'CHE',,CHE,,'CHE.csv',,'BMC',,BMC,,'BMC.csv'
AGD,,'AGD',,'AGD.csv',,,,'CHK',,CHK,,'CHK.csv',,'BMS',,BMS,,'BMS.csv'
AGI,,'AGI',,'AGI.csv',,,,'CI',,CI,,'CI.csv',,'BMY',,BMY,,'BMY.csv'
AGM,,'AGM',,'AGM.csv',,,,'CL',,CL,,'CL.csv',,'BRCM',,BRCM,,'BRCM.csv'
AGM-A,,'AGM-A',,'AGM-A.csv',,,,'CLX',,CLX,,'CLX.csv',,'BRK.B',,BRK.B,,'BRK.B.csv'
AGM-B,,'AGM-B',,'AGM-B.csv',,,,'CMA',,CMA,,'CMA.csv',,'BRT',,BRT,,'BRT.csv'
AGM-C,,'AGM-C',,'AGM-C.csv',,,,'CMG',,CMG,,'CMG.csv',,'BSX',,BSX,,'BSX.csv'
AGM.A,,'AGM.A',,'AGM.A.csv',,,,'CMI',,CMI,,'CMI.csv',,'BTU',,BTU,,'BTU.csv'
AGN,,'AGN',,'AGN.csv',,,,'CMS',,CMS,,'CMS.csv',,'BWA',,BWA,,'BWA.csv'
AGO,,'AGO',,'AGO.csv',,,,'CNP',,CNP,,'CNP.csv',,'BXP',,BXP,,'BXP.csv'
AGO-B,,'AGO-B',,'AGO-B.csv',,,,'CNX',,CNX,,'CNX.csv',,'C',,C,,'C.csv'
AGO-E,,'AGO-E',,'AGO-E.csv',,,,'COF',,COF,,'COF.csv',,'CA',,CA,,'CA.csv'
AGO-F,,'AGO-F',,'AGO-F.csv',,,,'COG',,COG,,'COG.csv',,'CAG',,CAG,,'CAG.csv'
AGRO,,'AGRO',,'AGRO.csv',,,,'COH',,COH,,'COH.csv',,'CAH',,CAH,,'CAH.csv'
AGU,,'AGU',,'AGU.csv',,,,'COL',,COL,,'COL.csv',,'CAM',,CAM,,'CAM.csv'
AGX,,'AGX',,'AGX.csv',,,,'COP',,COP,,'COP.csv',,'CAT',,CAT,,'CAT.csv'
AHC,,'AHC',,'AHC.csv',,,,'COV',,COV,,'COV.csv',,'CB',,CB,,'CB.csv'
AHH,,'AHH',,'AHH.csv',,,,'CPB',,CPB,,'CPB.csv',,'CBG',,CBG,,'CBG.csv'
AHL,,'AHL',,'AHL.csv',,,,'CRM',,CRM,,'CRM.csv',,'CBS',,CBS,,'CBS.csv'
AHL-A,,'AHL-A',,'AHL-A.csv',,,,'CSC',,CSC,,'CSC.csv',,'CCE',,CCE,,'CCE.csv'
AHL-B,,'AHL-B',,'AHL-B.csv',,,,'CSX',,CSX,,'CSX.csv',,'CCI',,CCI,,'CCI.csv'
AHL-C,,'AHL-C',,'AHL-C.csv',,,,'CTL',,CTL,,'CTL.csv',,'CCL',,CCL,,'CCL.csv'
AHP,,'AHP',,'AHP.csv',,,,'CVC',,CVC,,'CVC.csv',,'CELG',,CELG,,'CELG.csv'
AHS,,'AHS',,'AHS.csv',,,,'CVS',,CVS,,'CVS.csv',,'CERN',,CERN,,'CERN.csv'
AHT,,'AHT',,'AHT.csv',,,,'CVX',,CVX,,'CVX.csv',,'CF',,CF,,'CF.csv'
AHT-A,,'AHT-A',,'AHT-A.csv',,,,'D',,D,,'D.csv',,'CFN',,CFN,,'CFN.csv'
AHT-D,,'AHT-D',,'AHT-D.csv',,,,'DAL',,DAL,,'DAL.csv',,'CHE',,CHE,,'CHE.csv'
AHT-E,,'AHT-E',,'AHT-E.csv',,,,'DCO',,DCO,,'DCO.csv',,'CHK',,CHK,,'CHK.csv'
AI,,'AI',,'AI.csv',,,,'DD',,DD,,'DD.csv',,'CHRW',,CHRW,,'CHRW.csv'
AIB,,'AIB',,'AIB.csv',,,,'DE',,DE,,'DE.csv',,'CI',,CI,,'CI.csv'
AIF,,'AIF',,'AIF.csv',,,,'DFS',,DFS,,'DFS.csv',,'CINF',,CINF,,'CINF.csv'
AIG,,'AIG',,'AIG.csv',,,,'DG',,DG,,'DG.csv',,'CL',,CL,,'CL.csv'
AIG.W,,'AIG.W',,'AIG.W.csv',,,,'DGX',,DGX,,'DGX.csv',,'CLF',,CLF,,'CLF.csv'
AIN,,'AIN',,'AIN.csv',,,,'DHI',,DHI,,'DHI.csv',,'CLX',,CLX,,'CLX.csv'
AIR,,'AIR',,'AIR.csv',,,,'DHR',,DHR,,'DHR.csv',,'CMA',,CMA,,'CMA.csv'
AIT,,'AIT',,'AIT.csv',,,,'DIS',,DIS,,'DIS.csv',,'CMCSA',,CMCSA,,'CMCSA.csv'
AIV,,'AIV',,'AIV.csv',,,,'DLPH',,DLPH,,'DLPH.csv',,'CME',,CME,,'CME.csv'
AIV-A,,'AIV-A',,'AIV-A.csv',,,,'DNB',,DNB,,'DNB.csv',,'CMG',,CMG,,'CMG.csv'
AIV-Z,,'AIV-Z',,'AIV-Z.csv',,,,'DNR',,DNR,,'DNR.csv',,'CMI',,CMI,,'CMI.csv'
AIW,,'AIW',,'AIW.csv',,,,'DO',,DO,,'DO.csv',,'CMS',,CMS,,'CMS.csv'
AIY,,'AIY',,'AIY.csv',,,,'DOV',,DOV,,'DOV.csv',,'CNP',,CNP,,'CNP.csv'
AIZ,,'AIZ',,'AIZ.csv',,,,'DOW',,DOW,,'DOW.csv',,'CNX',,CNX,,'CNX.csv'
AJG,,'AJG',,'AJG.csv',,,,'DPS',,DPS,,'DPS.csv',,'COF',,COF,,'COF.csv'
AKO.A,,'AKO.A',,'AKO.A.csv',,,,'DRI',,DRI,,'DRI.csv',,'COG',,COG,,'COG.csv'
AKO.B,,'AKO.B',,'AKO.B.csv',,,,'DTE',,DTE,,'DTE.csv',,'COH',,COH,,'COH.csv'
AKP,,'AKP',,'AKP.csv',,,,'DUK',,DUK,,'DUK.csv',,'COL',,COL,,'COL.csv'
AKR,,'AKR',,'AKR.csv',,,,'DVA',,DVA,,'DVA.csv',,'COP',,COP,,'COP.csv'
AKS,,'AKS',,'AKS.csv',,,,'DVN',,DVN,,'DVN.csv',,'COST',,COST,,'COST.csv'
AL,,'AL',,'AL.csv',,,,'DYN',,DYN,,'DYN.csv',,'COV',,COV,,'COV.csv'
ALB,,'ALB',,'ALB.csv',,,,'ECL',,ECL,,'ECL.csv',,'CPB',,CPB,,'CPB.csv'
ALDW,,'ALDW',,'ALDW.csv',,,,'ED',,ED,,'ED.csv',,'CRM',,CRM,,'CRM.csv'
ALE,,'ALE',,'ALE.csv',,,,'EDE',,EDE,,'EDE.csv',,'CSC',,CSC,,'CSC.csv'
ALEX,,'ALEX',,'ALEX.csv',,,,'EFX',,EFX,,'EFX.csv',,'CSCO',,CSCO,,'CSCO.csv'
ALG,,'ALG',,'ALG.csv',,,,'EIX',,EIX,,'EIX.csv',,'CSX',,CSX,,'CSX.csv'
ALJ,,'ALJ',,'ALJ.csv',,,,'EL',,EL,,'EL.csv',,'CTAS',,CTAS,,'CTAS.csv'
ALK,,'ALK',,'ALK.csv',,,,'EMC',,EMC,,'EMC.csv',,'CTL',,CTL,,'CTL.csv'
ALL,,'ALL',,'ALL.csv',,,,'EMN',,EMN,,'EMN.csv',,'CTSH',,CTSH,,'CTSH.csv'
ALL-A,,'ALL-A',,'ALL-A.csv',,,,'EMR',,EMR,,'EMR.csv',,'CTXS',,CTXS,,'CTXS.csv'
ALL-B,,'ALL-B',,'ALL-B.csv',,,,'EOG',,EOG,,'EOG.csv',,'CVC',,CVC,,'CVC.csv'
ALL-C,,'ALL-C',,'ALL-C.csv',,,,'EQR',,EQR,,'EQR.csv',,'CVH',,CVH,,'CVH.csv'
ALL-D,,'ALL-D',,'ALL-D.csv',,,,'EQT',,EQT,,'EQT.csv',,'CVS',,CVS,,'CVS.csv'
ALL-E,,'ALL-E',,'ALL-E.csv',,,,'ESL',,ESL,,'ESL.csv',,'CVX',,CVX,,'CVX.csv'
ALL-F,,'ALL-F',,'ALL-F.csv',,,,'ESS',,ESS,,'ESS.csv',,'D',,D,,'D.csv'
ALLE,,'ALLE',,'ALLE.csv',,,,'ESV',,ESV,,'ESV.csv',,'DAL',,DAL,,'DAL.csv'
ALLY,,'ALLY',,'ALLY.csv',,,,'ETN',,ETN,,'ETN.csv',,'DCO',,DCO,,'DCO.csv'
ALP-N,,'ALP-N',,'ALP-N.csv',,,,'ETR',,ETR,,'ETR.csv',,'DD',,DD,,'DD.csv'
ALP-O,,'ALP-O',,'ALP-O.csv',,,,'EW',,EW,,'EW.csv',,'DE',,DE,,'DE.csv'
ALP-P,,'ALP-P',,'ALP-P.csv',,,,'EXC',,EXC,,'EXC.csv',,'DELL',,DELL,,'DELL.csv'
ALR,,'ALR',,'ALR.csv',,,,'F',,F,,'F.csv',,'DF',,DF,,'DF.csv'
ALR-B,,'ALR-B',,'ALR-B.csv',,,,'FAC',,FAC,,'FAC.csv',,'DFS',,DFS,,'DFS.csv'
ALSN,,'ALSN',,'ALSN.csv',,,,'FCX',,FCX,,'FCX.csv',,'DG',,DG,,'DG.csv'
ALU,,'ALU',,'ALU.csv',,,,'FDO',,FDO,,'FDO.csv',,'DGX',,DGX,,'DGX.csv'
ALV,,'ALV',,'ALV.csv',,,,'FDX',,FDX,,'FDX.csv',,'DHI',,DHI,,'DHI.csv'
ALX,,'ALX',,'ALX.csv',,,,'FE',,FE,,'FE.csv',,'DHR',,DHR,,'DHR.csv'
AM,,'AM',,'AM.csv',,,,'FIS',,FIS,,'FIS.csv',,'DIS',,DIS,,'DIS.csv'
AMBR,,'AMBR',,'AMBR.csv',,,,'FL',,FL,,'FL.csv',,'DISCA',,DISCA,,'DISCA.csv'
AMC,,'AMC',,'AMC.csv',,,,'FLR',,FLR,,'FLR.csv',,'DLPH',,DLPH,,'DLPH.csv'
AMD,,'AMD',,'AMD.csv',,,,'FLS',,FLS,,'FLS.csv',,'DLTR',,DLTR,,'DLTR.csv'
AME,,'AME',,'AME.csv',,,,'FMC',,FMC,,'FMC.csv',,'DNB',,DNB,,'DNB.csv'
AMFW,,'AMFW',,'AMFW.csv',,,,'FRT',,FRT,,'FRT.csv',,'DNR',,DNR,,'DNR.csv'
AMG,,'AMG',,'AMG.csv',,,,'FTI',,FTI,,'FTI.csv',,'DO',,DO,,'DO.csv'
AMH,,'AMH',,'AMH.csv',,,,'FUR',,FUR,,'FUR.csv',,'DOV',,DOV,,'DOV.csv'
AMH-A,,'AMH-A',,'AMH-A.csv',,,,'GAS',,GAS,,'GAS.csv',,'DOW',,DOW,,'DOW.csv'
AMH-B,,'AMH-B',,'AMH-B.csv',,,,'GCI',,GCI,,'GCI.csv',,'DPS',,DPS,,'DPS.csv'
AMH-C,,'AMH-C',,'AMH-C.csv',,,,'GD',,GD,,'GD.csv',,'DRI',,DRI,,'DRI.csv'
AMID,,'AMID',,'AMID.csv',,,,'GE',,GE,,'GE.csv',,'DTE',,DTE,,'DTE.csv'
AMP,,'AMP',,'AMP.csv',,,,'GFF',,GFF,,'GFF.csv',,'DTV',,DTV,,'DTV.csv'
AMRC,,'AMRC',,'AMRC.csv',,,,'GGP',,GGP,,'GGP.csv',,'DUK',,DUK,,'DUK.csv'
AMRE,,'AMRE',,'AMRE.csv',,,,'GIS',,GIS,,'GIS.csv',,'DVA',,DVA,,'DVA.csv'
AMT,,'AMT',,'AMT.csv',,,,'GLW',,GLW,,'GLW.csv',,'DVN',,DVN,,'DVN.csv'
AMT-A,,'AMT-A',,'AMT-A.csv',,,,'GM',,GM,,'GM.csv',,'DYN',,DYN,,'DYN.csv'
AMTD,,'AMTD',,'AMTD.csv',,,,'GME',,GME,,'GME.csv',,'EA',,EA,,'EA.csv'
AMTG,,'AMTG',,'AMTG.csv',,,,'GNW',,GNW,,'GNW.csv',,'EBAY',,EBAY,,'EBAY.csv'
AMX,,'AMX',,'AMX.csv',,,,'GPC',,GPC,,'GPC.csv',,'ECL',,ECL,,'ECL.csv'
AN,,'AN',,'AN.csv',,,,'GPS',,GPS,,'GPS.csv',,'ED',,ED,,'ED.csv'
ANET,,'ANET',,'ANET.csv',,,,'GS',,GS,,'GS.csv',,'EDE',,EDE,,'EDE.csv'
ANF,,'ANF',,'ANF.csv',,,,'GTY',,GTY,,'GTY.csv',,'EFX',,EFX,,'EFX.csv'
ANFI,,'ANFI',,'ANFI.csv',,,,'GWW',,GWW,,'GWW.csv',,'EIX',,EIX,,'EIX.csv'
ANH,,'ANH',,'ANH.csv',,,,'HAL',,HAL,,'HAL.csv',,'EL',,EL,,'EL.csv'
ANH-A,,'ANH-A',,'ANH-A.csv',,,,'HAR',,HAR,,'HAR.csv',,'EMC',,EMC,,'EMC.csv'
ANH-B,,'ANH-B',,'ANH-B.csv',,,,'HCN',,HCN,,'HCN.csv',,'EMN',,EMN,,'EMN.csv'
ANN,,'ANN',,'ANN.csv',,,,'HCP',,HCP,,'HCP.csv',,'EMR',,EMR,,'EMR.csv'
ANR,,'ANR',,'ANR.csv',,,,'HD',,HD,,'HD.csv',,'EOG',,EOG,,'EOG.csv'
ANTM,,'ANTM',,'ANTM.csv',,,,'HES',,HES,,'HES.csv',,'EQR',,EQR,,'EQR.csv'
ANW,,'ANW',,'ANW.csv',,,,'HIG',,HIG,,'HIG.csv',,'EQT',,EQT,,'EQT.csv'
AOD,,'AOD',,'AOD.csv',,,,'HOG',,HOG,,'HOG.csv',,'ESL',,ESL,,'ESL.csv'
AOI,,'AOI',,'AOI.csv',,,,'HON',,HON,,'HON.csv',,'ESRX',,ESRX,,'ESRX.csv'
AOL,,'AOL',,'AOL.csv',,,,'HOT',,HOT,,'HOT.csv',,'ESS',,ESS,,'ESS.csv'
AON,,'AON',,'AON.csv',,,,'HP',,HP,,'HP.csv',,'ESV',,ESV,,'ESV.csv'
AOS,,'AOS',,'AOS.csv',,,,'HPQ',,HPQ,,'HPQ.csv',,'ETFC',,ETFC,,'ETFC.csv'
AP,,'AP',,'AP.csv',,,,'HRB',,HRB,,'HRB.csv',,'ETN',,ETN,,'ETN.csv'
APA,,'APA',,'APA.csv',,,,'HRL',,HRL,,'HRL.csv',,'ETR',,ETR,,'ETR.csv'
APAM,,'APAM',,'APAM.csv',,,,'HRS',,HRS,,'HRS.csv',,'EW',,EW,,'EW.csv'
APB,,'APB',,'APB.csv',,,,'HSP',,HSP,,'HSP.csv',,'EXC',,EXC,,'EXC.csv'
APC,,'APC',,'APC.csv',,,,'HST',,HST,,'HST.csv',,'EXPD',,EXPD,,'EXPD.csv'
APD,,'APD',,'APD.csv',,,,'HSY',,HSY,,'HSY.csv',,'EXPE',,EXPE,,'EXPE.csv'
APF,,'APF',,'APF.csv',,,,'HUM',,HUM,,'HUM.csv',,'F',,F,,'F.csv'
APH,,'APH',,'APH.csv',,,,'IBM',,IBM,,'IBM.csv',,'FAC',,FAC,,'FAC.csv'
APL,,'APL',,'APL.csv',,,,'ICE',,ICE,,'ICE.csv',,'FAST',,FAST,,'FAST.csv'
APL-E,,'APL-E',,'APL-E.csv',,,,'IFF',,IFF,,'IFF.csv',,'FCX',,FCX,,'FCX.csv'
APO,,'APO',,'APO.csv',,,,'IP',,IP,,'IP.csv',,'FDO',,FDO,,'FDO.csv'
APU,,'APU',,'APU.csv',,,,'IPG',,IPG,,'IPG.csv',,'FDX',,FDX,,'FDX.csv'
AR,,'AR',,'AR.csv',,,,'IR',,IR,,'IR.csv',,'FE',,FE,,'FE.csv'
ARC,,'ARC',,'ARC.csv',,,,'IRM',,IRM,,'IRM.csv',,'FFIV',,FFIV,,'FFIV.csv'
ARCO,,'ARCO',,'ARCO.csv',,,,'ITW',,ITW,,'ITW.csv',,'FHN',,FHN,,'FHN.csv'
ARCX,,'ARCX',,'ARCX.csv',,,,'IVZ',,IVZ,,'IVZ.csv',,'FII',,FII,,'FII.csv'
ARDC,,'ARDC',,'ARDC.csv',,,,'JCI',,JCI,,'JCI.csv',,'FIS',,FIS,,'FIS.csv'
ARE,,'ARE',,'ARE.csv',,,,'JCP',,JCP,,'JCP.csv',,'FISV',,FISV,,'FISV.csv'
ARE-E,,'ARE-E',,'ARE-E.csv',,,,'JEC',,JEC,,'JEC.csv',,'FITB',,FITB,,'FITB.csv'
ARES,,'ARES',,'ARES.csv',,,,'JNJ',,JNJ,,'JNJ.csv',,'FL',,FL,,'FL.csv'
ARG,,'ARG',,'ARG.csv',,,,'JNPR',,JNPR,,'JNPR.csv',,'FLIR',,FLIR,,'FLIR.csv'
ARH-C,,'ARH-C',,'ARH-C.csv',,,,'JOY',,JOY,,'JOY.csv',,'FLR',,FLR,,'FLR.csv'
ARI,,'ARI',,'ARI.csv',,,,'JPM',,JPM,,'JPM.csv',,'FLS',,FLS,,'FLS.csv'
ARI-A,,'ARI-A',,'ARI-A.csv',,,,'JWN',,JWN,,'JWN.csv',,'FMC',,FMC,,'FMC.csv'
ARL,,'ARL',,'ARL.csv',,,,'K',,K,,'K.csv',,'FOSL',,FOSL,,'FOSL.csv'
ARMF,,'ARMF',,'ARMF.csv',,,,'KEY',,KEY,,'KEY.csv',,'FRT',,FRT,,'FRT.csv'
ARMK,,'ARMK',,'ARMK.csv',,,,'KIM',,KIM,,'KIM.csv',,'FRX',,FRX,,'FRX.csv'
ARN,,'ARN',,'ARN.csv',,,,'KMB',,KMB,,'KMB.csv',,'FSLR',,FSLR,,'FSLR.csv'
ARO,,'ARO',,'ARO.csv',,,,'KMI',,KMI,,'KMI.csv',,'FTI',,FTI,,'FTI.csv'
ARP,,'ARP',,'ARP.csv',,,,'KMX',,KMX,,'KMX.csv',,'FTR',,FTR,,'FTR.csv'
ARP-D,,'ARP-D',,'ARP-D.csv',,,,'KO',,KO,,'KO.csv',,'FUR',,FUR,,'FUR.csv'
ARPI,,'ARPI',,'ARPI.csv',,,,'KORS',,KORS,,'KORS.csv',,'GAS',,GAS,,'GAS.csv'
ARR,,'ARR',,'ARR.csv',,,,'KR',,KR,,'KR.csv',,'GCI',,GCI,,'GCI.csv'
ARR-A,,'ARR-A',,'ARR-A.csv',,,,'KSS',,KSS,,'KSS.csv',,'GD',,GD,,'GD.csv'
ARR-B,,'ARR-B',,'ARR-B.csv',,,,'KSU',,KSU,,'KSU.csv',,'GE',,GE,,'GE.csv'
ARU,,'ARU',,'ARU.csv',,,,'L',,L,,'L.csv',,'GFF',,GFF,,'GFF.csv'
ARW,,'ARW',,'ARW.csv',,,,'LB',,LB,,'LB.csv',,'GGP',,GGP,,'GGP.csv'
ARY,,'ARY',,'ARY.csv',,,,'LEG',,LEG,,'LEG.csv',,'GILD',,GILD,,'GILD.csv'
ASA,,'ASA',,'ASA.csv',,,,'LEN',,LEN,,'LEN.csv',,'GIS',,GIS,,'GIS.csv'
ASC,,'ASC',,'ASC.csv',,,,'LH',,LH,,'LH.csv',,'GLW',,GLW,,'GLW.csv'
ASG,,'ASG',,'ASG.csv',,,,'LLL',,LLL,,'LLL.csv',,'GM',,GM,,'GM.csv'
