ADP,01-Oct-03,,,,,,PNR,02-Jan-80
AN,03-Mar-92,,,,,,PEP,02-Jan-80
AZO,06-Nov-00,,,,,,PFE,02-Jan-80
AVGO,06-Aug-09,,,,,,PBI,02-Jan-80
AVB,01-Oct-03,,,,,,PG,02-Jan-80
AVY,29-Dec-83,,,,,,PEG,02-Jan-80
AVP,02-Jan-80,,,,,,R,02-Jan-80
BHI,07-Apr-87,,,,,,LUV,02-Jan-80
BLL,07-Sep-84,,,,,,SYY,02-Jan-80
BAC,29-May-86,,,,,,TXN,02-Jan-80
BK,02-Jan-80,,,,,,UNP,02-Jan-80
BCR,06-Apr-83,,,,,,UTX,02-Jan-80
BAX,27-Oct-81,,,,,,WMT,02-Jan-80
BBT,26-Mar-90,,,,,,DIS,02-Jan-80
BDX,06-Apr-83,,,,,,WFC,02-Jan-80
BBBY,05-Jun-92,,,,,,WY,02-Jan-80
BMS,07-Sep-84,,,,,,XRX,02-Jan-80
BRK-B,09-May-96,,,,,,INTC,17-Mar-80
BBY,19-Apr-85,,,,,,HP,15-Oct-80
BIIB,17-Sep-91,,,,,,CSX,03-Nov-80
BLK,01-Oct-99,,,,,,PSA,18-Nov-80
HRB,12-Nov-86,,,,,,NKE,02-Dec-80
BA,02-Jan-80,,,,,,AAPL,12-Dec-80
BWA,13-Aug-93,,,,,,HD,22-Sep-81
BXP,18-Jun-97,,,,,,BAX,27-Oct-81
BSX,19-May-92,,,,,,CSC,31-Dec-81
BMY,02-Jan-80,,,,,,COP,31-Dec-81
BRCM,17-Apr-98,,,,,,GLW,31-Dec-81
BF-B,07-Sep-84,,,,,,HRS,31-Dec-81
CHRW,16-Oct-97,,,,,,HUM,31-Dec-81
CA,07-Sep-84,,,,,,IFF,31-Dec-81
CVC,17-Mar-92,,,,,,MDT,31-Dec-81
COG,08-Feb-90,,,,,,NOC,31-Dec-81
CAM,05-Jul-95,,,,,,OXY,31-Dec-81
CPB,01-Jul-85,,,,,,RTN,31-Dec-81
COF,16-Nov-94,,,,,,ROK,31-Dec-81
CAH,31-Dec-87,,,,,,SLB,31-Dec-81
CFN,21-Aug-09,,,,,,SO,31-Dec-81
KMX,04-Feb-97,,,,,,WMB,31-Dec-81
CCL,05-Jan-89,,,,,,MAT,04-Jan-82
CAT,02-Jan-80,,,,,,NBL,04-Jan-82
CBG,10-Jun-04,,,,,,THC,04-Jan-82
CBS,05-Dec-05,,,,,,VLO,04-Jan-82
CELG,26-Mar-90,,,,,,CI,31-Mar-82
CNP,02-Jan-80,,,,,,NSC,02-Jun-82
CTL,05-Nov-87,,,,,,CLX,21-Mar-83
CERN,26-Mar-90,,,,,,ABT,06-Apr-83
CF,11-Aug-05,,,,,,APD,06-Apr-83
SCHW,30-Jun-89,,,,,,BCR,06-Apr-83
CHK,16-Feb-93,,,,,,BDX,06-Apr-83
CVX,02-Jan-80,,,,,,DUK,06-Apr-83
CMG,26-Jan-06,,,,,,GPC,06-Apr-83
CB,07-Sep-84,,,,,,HES,06-Apr-83
CI,31-Mar-82,,,,,,HST,06-Apr-83
XEC,25-Sep-02,,,,,,MUR,06-Apr-83
CINF,26-Mar-90,,,,,,NEM,06-Apr-83
CTAS,26-Mar-90,,,,,,PKI,06-Apr-83
CSCO,26-Mar-90,,,,,,PPG,06-Apr-83
C,02-Jan-80,,,,,,TGT,06-Apr-83
CTXS,08-Dec-95,,,,,,TSO,06-Apr-83
CLX,21-Mar-83,,,,,,GIS,10-Jun-83
CME,06-Dec-02,,,,,,MAS,10-Jun-83
CMS,31-Dec-84,,,,,,NEE,10-Jun-83
COH,06-Oct-00,,,,,,WHR,10-Jun-83
KO,02-Jan-80,,,,,,NUE,01-Sep-83
CCE,24-Nov-86,,,,,,VZ,21-Nov-83
CTSH,19-Jun-98,,,,,,AVY,29-Dec-83
CL,02-Jan-80,,,,,,JPM,30-Dec-83
CMCSA,07-Jul-88,,,,,,AFL,19-Jul-84
CMA,26-Mar-90,,,,,,AME,19-Jul-84
CSC,31-Dec-81,,,,,,ADI,19-Jul-84
CAG,07-Sep-84,,,,,,T,19-Jul-84
COP,31-Dec-81,,,,,,NWL,19-Jul-84
CNX,30-Apr-99,,,,,,PNW,19-Jul-84
ED,02-Jan-80,,,,,,NU,29-Aug-84
STZ,17-Mar-92,,,,,,AIG,07-Sep-84
GLW,31-Dec-81,,,,,,AMGN,07-Sep-84
COST,09-Jul-86,,,,,,AON,07-Sep-84
COV,14-Jun-07,,,,,,AMAT,07-Sep-84
CCI,18-Aug-98,,,,,,BLL,07-Sep-84
CSX,03-Nov-80,,,,,,BMS,07-Sep-84
CMI,18-Dec-84,,,,,,BF-B,07-Sep-84
CVS,17-Dec-84,,,,,,CA,07-Sep-84
DHI,05-Jun-92,,,,,,CB,07-Sep-84
DHR,05-Nov-87,,,,,,CAG,07-Sep-84
DRI,09-May-95,,,,,,BEN,07-Sep-84
DVA,31-Oct-95,,,,,,TAP,07-Sep-84
DE,02-Jan-80,,,,,,D,03-Oct-84
DLPH,17-Nov-11,,,,,,LNC,05-Oct-84
DAL,03-May-07,,,,,,NI,19-Oct-84
DNR,06-Sep-95,,,,,,TXT,24-Oct-84
XRAY,25-Apr-91,,,,,,TE,29-Oct-84
DVN,17-Mar-92,,,,,,CVS,17-Dec-84
DO,11-Oct-95,,,,,,GWW,17-Dec-84
DTV,23-Dec-03,,,,,,K,17-Dec-84
DFS,14-Jun-07,,,,,,KMB,17-Dec-84
DISCA,08-Jul-05,,,,,,CMI,18-Dec-84
DISCK,18-Sep-08,,,,,,HAS,18-Dec-84
DG,13-Nov-09,,,,,,CMS,31-Dec-84
DLTR,09-Mar-95,,,,,,FDO,25-Feb-85
D,03-Oct-84,,,,,,JCI,27-Mar-85
DOV,01-Jul-85,,,,,,PPL,08-Apr-85
DOW,02-Jan-80,,,,,,BBY,19-Apr-85
DPS,07-May-08,,,,,,CPB,01-Jul-85
DTE,02-Jan-80,,,,,,DOV,01-Jul-85
DD,02-Jan-80,,,,,,FMC,01-Jul-85
DUK,06-Apr-83,,,,,,GCI,01-Jul-85
DNB,21-Jan-88,,,,,,IR,01-Jul-85
ETFC,16-Aug-96,,,,,,LB,01-Jul-85
EMN,14-Dec-93,,,,,,LOW,01-Jul-85
ETN,02-Jan-80,,,,,,MHFI,01-Jul-85
EBAY,24-Sep-98,,,,,,MWV,01-Jul-85
ECL,05-Jan-88,,,,,,OKE,01-Jul-85
EIX,02-Jan-80,,,,,,PH,01-Jul-85
EW,27-Mar-00,,,,,,PHM,01-Jul-85
EA,26-Mar-90,,,,,,SHW,01-Jul-85
EMC,16-Dec-88,,,,,,SNA,01-Jul-85
EMR,02-Jan-80,,,,,,SWK,01-Jul-85
ESV,02-Jan-91,,,,,,HSY,01-Jul-85
ETR,02-Jan-80,,,,,,VFC,01-Jul-85
EOG,04-Oct-89,,,,,,WAG,01-Jul-85
EQT,05-Nov-87,,,,,,XEL,24-Sep-85
EFX,27-Mar-86,,,,,,ORCL,12-Mar-86
EQR,12-Aug-93,,,,,,MSFT,13-Mar-86
ESS,07-Jun-94,,,,,,EFX,27-Mar-86
EL,17-Nov-95,,,,,,BAC,29-May-86
EXC,02-Jan-80,,,,,,COST,09-Jul-86
EXPE,21-Jul-05,,,,,,JWN,09-Jul-86
EXPD,26-Mar-90,,,,,,PCAR,09-Jul-86
ESRX,09-Jun-92,,,,,,PGR,09-Jul-86
XOM,02-Jan-80,,,,,,ROST,09-Jul-86
FFIV,04-Jun-99,,,,,,STT,09-Jul-86
FB,18-May-12,,,,,,TRV,09-Jul-86
FDO,25-Feb-85,,,,,,TSN,09-Jul-86
FAST,26-Mar-90,,,,,,ADBE,14-Aug-86
FDX,02-Jan-80,,,,,,APC,09-Sep-86
FIS,20-Jun-01,,,,,,UNM,06-Nov-86
FITB,26-Mar-90,,,,,,HRB,12-Nov-86
FSLR,17-Nov-06,,,,,,HAR,14-Nov-86
FE,10-Nov-97,,,,,,CCE,24-Nov-86
FISV,26-Mar-90,,,,,,ARG,22-Dec-86
FLIR,22-Jun-93,,,,,,POM,02-Jan-87
FLS,26-Mar-90,,,,,,WDC,02-Jan-87
FLR,01-Dec-00,,,,,,BHI,07-Apr-87
FMC,01-Jul-85,,,,,,L,10-Jul-87
FTI,15-Jun-01,,,,,,PVH,10-Jul-87
F,02-Jan-80,,,,,,GPS,23-Jul-87
FOSL,08-Apr-93,,,,,,TMO,01-Sep-87
BEN,07-Sep-84,,,,,,TYC,28-Sep-87
FCX,10-Jul-95,,,,,,CTL,05-Nov-87
FTR,26-Mar-90,,,,,,DHR,05-Nov-87
GME,13-Feb-02,,,,,,EQT,05-Nov-87
GCI,01-Jul-85,,,,,,HOG,05-Nov-87
GPS,23-Jul-87,,,,,,HCP,05-Nov-87
GRMN,08-Dec-00,,,,,,ITW,05-Nov-87
GD,02-Jan-80,,,,,,IPG,05-Nov-87
GE,02-Jan-80,,,,,,KSU,05-Nov-87
GGP,08-Apr-93,,,,,,KEY,05-Nov-87
GIS,10-Jun-83,,,,,,LM,05-Nov-87
GM,18-Nov-10,,,,,,LEG,05-Nov-87
GPC,06-Apr-83,,,,,,LEN,05-Nov-87
GNW,25-May-04,,,,,,LUK,05-Nov-87
GILD,22-Jan-92,,,,,,HOT,05-Nov-87
GS,14-Jun-13,,,,,,USB,05-Nov-87
GT,02-Jan-80,,,,,,MYL,18-Dec-87
GOOGL,19-Aug-04,,,,,,MMC,30-Dec-87
GOOG,27-Mar-14,,,,,,SCG,30-Dec-87
GWW,17-Dec-84,,,,,,SEE,30-Dec-87
HAL,02-Jan-80,,,,,,SWN,30-Dec-87
HOG,05-Nov-87,,,,,,STI,30-Dec-87
HAR,14-Nov-86,,,,,,TIF,30-Dec-87
HRS,31-Dec-81,,,,,,TMK,30-Dec-87
HIG,15-Dec-95,,,,,,CAH,31-Dec-87
HAS,18-Dec-84,,,,,,ECL,05-Jan-88
HCP,05-Nov-87,,,,,,TEG,05-Jan-88
HCN,17-Mar-92,,,,,,TJX,05-Jan-88
HP,15-Oct-80,,,,,,VAR,05-Jan-88
HES,06-Apr-83,,,,,,VNO,05-Jan-88
HPQ,02-Jan-80,,,,,,VMC,05-Jan-88
HD,22-Sep-81,,,,,,DNB,21-Jan-88
HON,02-Jan-80,,,,,,MOS,26-Jan-88
HRL,02-Jan-90,,,,,,SYK,01-Feb-88
HSP,03-May-04,,,,,,ALTR,04-Apr-88
HST,06-Apr-83,,,,,,CMCSA,07-Jul-88
HCBK,13-Jul-99,,,,,,PNC,07-Sep-88
HUM,31-Dec-81,,,,,,EMC,16-Dec-88
HBAN,26-Mar-90,,,,,,CCL,05-Jan-89
ITW,05-Nov-87,,,,,,MU,16-May-89
IR,01-Jul-85,,,,,,PCL,02-Jun-89
TEG,05-Jan-88,,,,,,AGN,22-Jun-89
INTC,17-Mar-80,,,,,,SCHW,30-Jun-89
ICE,16-Nov-05,,,,,,TSS,30-Jun-89
IBM,02-Jan-80,,,,,,TROW,13-Sep-89
IP,02-Jan-80,,,,,,EOG,04-Oct-89
IPG,05-Nov-87,,,,,,STJ,07-Dec-89
IFF,31-Dec-81,,,,,,HRL,02-Jan-90
INTU,22-Mar-93,,,,,,JEC,12-Jan-90
ISRG,16-Jun-00,,,,,,PCP,12-Jan-90
IVZ,25-Aug-95,,,,,,COG,08-Feb-90
IRM,01-Feb-96,,,,,,BBT,26-Mar-90
JEC,12-Jan-90,,,,,,CELG,26-Mar-90
JNJ,02-Jan-80,,,,,,CERN,26-Mar-90
JCI,27-Mar-85,,,,,,CINF,26-Mar-90
JOY,25-May-01,,,,,,CTAS,26-Mar-90
JPM,30-Dec-83,,,,,,CSCO,26-Mar-90
JNPR,25-Jun-99,,,,,,CMA,26-Mar-90
KSU,05-Nov-87,,,,,,EA,26-Mar-90
K,17-Dec-84,,,,,,EXPD,26-Mar-90
KEY,05-Nov-87,,,,,,FAST,26-Mar-90
GMCR,27-Sep-93,,,,,,FITB,26-Mar-90
KMB,17-Dec-84,,,,,,FISV,26-Mar-90
KIM,24-May-12,,,,,,FLS,26-Mar-90
KMI,11-Feb-11,,,,,,FTR,26-Mar-90
KLAC,26-Mar-90,,,,,,HBAN,26-Mar-90
KSS,19-May-92,,,,,,KLAC,26-Mar-90
KRFT,17-Sep-12,,,,,,LRCX,26-Mar-90
KR,02-Jan-80,,,,,,LLTC,26-Mar-90
LB,01-Jul-85,,,,,,MKC,26-Mar-90
LLL,19-May-98,,,,,,NE,26-Mar-90
LH,29-Mar-90,,,,,,NTRS,26-Mar-90
LRCX,26-Mar-90,,,,,,OMC,26-Mar-90
LM,05-Nov-87,,,,,,PAYX,26-Mar-90
LEG,05-Nov-87,,,,,,PBCT,26-Mar-90
LEN,05-Nov-87,,,,,,RF,26-Mar-90
LVLT,31-Mar-98,,,,,,SIAL,26-Mar-90
LUK,05-Nov-87,,,,,,SPLS,26-Mar-90
LLY,02-Jan-80,,,,,,SYMC,26-Mar-90
LNC,05-Oct-84,,,,,,UNH,26-Mar-90
LLTC,26-Mar-90,,,,,,UHS,26-Mar-90
LMT,02-Jan-80,,,,,,ZION,26-Mar-90
L,10-Jul-87,,,,,,LH,29-Mar-90
LO,10-Jun-08,,,,,,SWY,26-Apr-90
LOW,01-Jul-85,,,,,,WEC,29-May-90
LYB,28-Apr-10,,,,,,XLNX,18-Jun-90
MTB,04-Oct-91,,,,,,ESV,02-Jan-91
MAC,10-Mar-94,,,,,,NBR,28-Feb-91
M,05-Feb-92,,,,,,REGN,02-Apr-91
MMM,02-Jan-80,,,,,,XRAY,25-Apr-91
MNK,17-Jun-13,,,,,,AES,26-Jun-91
MRO,02-Jan-80,,,,,,XL,19-Jul-91
MPC,24-Jun-11,,,,,,VRTX,24-Jul-91
MAR,13-Oct-93,,,,,,PLL,21-Aug-91
MMC,30-Dec-87,,,,,,BIIB,17-Sep-91
MAS,10-Jun-83,,,,,,WM,30-Sep-91
MA,25-May-06,,,,,,MTB,04-Oct-91
MAT,04-Jan-82,,,,,,APH,08-Nov-91
MKC,26-Mar-90,,,,,,OI,11-Dec-91
MCD,02-Jan-80,,,,,,QCOM,16-Dec-91
MHFI,01-Jul-85,,,,,,PRGO,17-Dec-91
MCK,15-Nov-94,,,,,,GILD,22-Jan-92
MJN,11-Feb-09,,,,,,WFM,23-Jan-92
MWV,01-Jul-85,,,,,,M,05-Feb-92
MDT,31-Dec-81,,,,,,ROP,13-Feb-92
MRK,02-Jan-80,,,,,,AN,03-Mar-92
MET,05-Apr-00,,,,,,RHI,10-Mar-92
MCHP,19-Mar-93,,,,,,CVC,17-Mar-92
MU,16-May-89,,,,,,STZ,17-Mar-92
MSFT,13-Mar-86,,,,,,DVN,17-Mar-92
MHK,01-Apr-92,,,,,,HCN,17-Mar-92
TAP,07-Sep-84,,,,,,TWX,19-Mar-92
MDLZ,13-Jun-01,,,,,,MHK,01-Apr-92
MON,18-Oct-00,,,,,,BSX,19-May-92
MNST,18-Aug-95,,,,,,KSS,19-May-92
MCO,31-Oct-94,,,,,,BBBY,05-Jun-92
MS,23-Feb-93,,,,,,DHI,05-Jun-92
MOS,26-Jan-88,,,,,,ESRX,09-Jun-92
MSI,02-Jan-80,,,,,,PX,17-Jun-92
MUR,06-Apr-83,,,,,,SBUX,26-Jun-92
MYL,18-Dec-87,,,,,,PDCO,28-Oct-92
NBR,28-Feb-91,,,,,,RRC,28-Dec-92
NDAQ,01-Jul-02,,,,,,CHK,16-Feb-93
NOV,29-Oct-96,,,,,,ACT,17-Feb-93
NAVI,17-Apr-14,,,,,,MS,23-Feb-93
NTAP,21-Nov-95,,,,,,MCHP,19-Mar-93
NFLX,23-May-02,,,,,,INTU,22-Mar-93
NWL,19-Jul-84,,,,,,ACE,26-Mar-93
NFX,12-Nov-93,,,,,,FOSL,08-Apr-93
NEM,06-Apr-83,,,,,,GGP,08-Apr-93
NWSA,19-Jun-13,,,,,,ORLY,23-Apr-93
NEE,10-Jun-83,,,,,,RIG,28-May-93
NLSN,27-Jan-11,,,,,,ALL,03-Jun-93
NKE,02-Dec-80,,,,,,FLIR,22-Jun-93
NI,19-Oct-84,,,,,,PETM,23-Jul-93
NE,26-Mar-90,,,,,,EQR,12-Aug-93
NBL,04-Jan-82,,,,,,BWA,13-Aug-93
JWN,09-Jul-86,,,,,,GMCR,27-Sep-93
NSC,02-Jun-82,,,,,,MAR,13-Oct-93
NTRS,26-Mar-90,,,,,,URBN,09-Nov-93
NOC,31-Dec-81,,,,,,NFX,12-Nov-93
NU,29-Aug-84,,,,,,EMN,14-Dec-93
NRG,02-Dec-03,,,,,,SPG,14-Dec-93
NUE,01-Sep-83,,,,,,MLM,17-Feb-94
NVDA,22-Jan-99,,,,,,TSCO,18-Feb-94
KORS,15-Dec-11,,,,,,MAC,10-Mar-94
ORLY,23-Apr-93,,,,,,ESS,07-Jun-94
OXY,31-Dec-81,,,,,,AIV,22-Jul-94
OMC,26-Mar-90,,,,,,MCO,31-Oct-94
OKE,01-Jul-85,,,,,,SJM,31-Oct-94
ORCL,12-Mar-86,,,,,,MCK,15-Nov-94
OI,11-Dec-91,,,,,,COF,16-Nov-94
PCG,02-Jan-80,,,,,,DLTR,09-Mar-95
PCAR,09-Jul-86,,,,,,ABC,04-Apr-95
PLL,21-Aug-91,,,,,,DRI,09-May-95
PH,01-Jul-85,,,,,,CAM,05-Jul-95
PDCO,28-Oct-92,,,,,,FCX,10-Jul-95
PAYX,26-Mar-90,,,,,,MNST,18-Aug-95
PNR,02-Jan-80,,,,,,IVZ,25-Aug-95
PBCT,26-Mar-90,,,,,,DNR,06-Sep-95
POM,02-Jan-87,,,,,,DO,11-Oct-95
PEP,02-Jan-80,,,,,,DVA,31-Oct-95
PKI,06-Apr-83,,,,,,SNDK,08-Nov-95
PRGO,17-Dec-91,,,,,,EL,17-Nov-95
PETM,23-Jul-93,,,,,,WAT,17-Nov-95
PFE,02-Jan-80,,,,,,NTAP,21-Nov-95
PM,17-Mar-08,,,,,,CTXS,08-Dec-95
PSX,12-Apr-12,,,,,,HIG,15-Dec-95
PNW,19-Jul-84,,,,,,IRM,01-Feb-96
PXD,08-Aug-97,,,,,,ALXN,28-Feb-96
PBI,02-Jan-80,,,,,,FOXA,11-Mar-96
PCL,02-Jun-89,,,,,,YHOO,12-Apr-96
PNC,07-Sep-88,,,,,,BRK-B,09-May-96
RL,12-Jun-97,,,,,,ETFC,16-Aug-96
PPG,06-Apr-83,,,,,,SRCL,23-Aug-96
PPL,08-Apr-85,,,,,,NOV,29-Oct-96
PX,17-Jun-92,,,,,,DGX,26-Dec-96
PCP,12-Jan-90,,,,,,KMX,04-Feb-97
PCLN,31-Mar-99,,,,,,VTR,05-May-97
PFG,23-Oct-01,,,,,,AMZN,16-May-97
PG,02-Jan-80,,,,,,RL,12-Jun-97
PGR,09-Jul-86,,,,,,BXP,18-Jun-97
PLD,21-Nov-97,,,,,,PXD,08-Aug-97
PRU,13-Dec-01,,,,,,YUM,17-Sep-97
PEG,02-Jan-80,,,,,,CHRW,16-Oct-97
PSA,18-Nov-80,,,,,,FE,10-Nov-97
PHM,01-Jul-85,,,,,,AMG,21-Nov-97
PVH,10-Jul-87,,,,,,PLD,21-Nov-97
QEP,16-Jun-10,,,,,,URI,18-Dec-97
PWR,12-Feb-98,,,,,,AEE,02-Jan-98
QCOM,16-Dec-91,,,,,,VRSN,30-Jan-98
DGX,26-Dec-96,,,,,,PWR,12-Feb-98
RRC,28-Dec-92,,,,,,AMT,27-Feb-98
RTN,31-Dec-81,,,,,,LVLT,31-Mar-98
RHT,11-Aug-99,,,,,,BRCM,17-Apr-98
REGN,02-Apr-91,,,,,,LLL,19-May-98
RF,26-Mar-90,,,,,,CTSH,19-Jun-98
RSG,01-Jul-98,,,,,,SRE,29-Jun-98
RAI,01-Jun-99,,,,,,RSG,01-Jul-98
RHI,10-Mar-92,,,,,,CCI,18-Aug-98
ROK,31-Dec-81,,,,,,EBAY,24-Sep-98
COL,15-Jun-01,,,,,,NVDA,22-Jan-99
ROP,13-Feb-92,,,,,,PCLN,31-Mar-99
ROST,09-Jul-86,,,,,,CNX,30-Apr-99
R,02-Jan-80,,,,,,RAI,01-Jun-99
SWY,26-Apr-90,,,,,,FFIV,04-Jun-99
CRM,23-Jun-04,,,,,,JNPR,25-Jun-99
SNDK,08-Nov-95,,,,,,HCBK,13-Jul-99
SCG,30-Dec-87,,,,,,RHT,11-Aug-99
SLB,31-Dec-81,,,,,,BLK,01-Oct-99
SNI,12-Jun-08,,,,,,AKAM,29-Oct-99
STX,11-Dec-02,,,,,,UPS,10-Nov-99
SEE,30-Dec-87,,,,,,A,18-Nov-99
SRE,29-Jun-98,,,,,,ATI,29-Nov-99
SHW,01-Jul-85,,,,,,EW,27-Mar-00
SIAL,26-Mar-90,,,,,,MET,05-Apr-00
SPG,14-Dec-93,,,,,,ISRG,16-Jun-00
SJM,31-Oct-94,,,,,,COH,06-Oct-00
SNA,01-Jul-85,,,,,,MON,18-Oct-00
SO,31-Dec-81,,,,,,AZO,06-Nov-00
LUV,02-Jan-80,,,,,,FLR,01-Dec-00
SWN,30-Dec-87,,,,,,GRMN,08-Dec-00
SE,03-Jan-07,,,,,,JOY,25-May-01
STJ,07-Dec-89,,,,,,MDLZ,13-Jun-01
SWK,01-Jul-85,,,,,,ADS,15-Jun-01
SPLS,26-Mar-90,,,,,,FTI,15-Jun-01
SBUX,26-Jun-92,,,,,,COL,15-Jun-01
HOT,05-Nov-87,,,,,,FIS,20-Jun-01
STT,09-Jul-86,,,,,,ACN,19-Jul-01
SRCL,23-Aug-96,,,,,,ZMH,25-Jul-01
SYK,01-Feb-88,,,,,,PFG,23-Oct-01
STI,30-Dec-87,,,,,,WLP,30-Oct-01
SYMC,26-Mar-90,,,,,,PRU,13-Dec-01
SYY,02-Jan-80,,,,,,GME,13-Feb-02
TROW,13-Sep-89,,,,,,NFLX,23-May-02
TGT,06-Apr-83,,,,,,NDAQ,01-Jul-02
TEL,14-Jun-07,,,,,,XEC,25-Sep-02
TE,29-Oct-84,,,,,,WYNN,25-Oct-02
THC,04-Jan-82,,,,,,CME,06-Dec-02
TDC,01-Oct-07,,,,,,STX,11-Dec-02
TSO,06-Apr-83,,,,,,ADP,01-Oct-03
TXN,02-Jan-80,,,,,,AVB,01-Oct-03
TXT,24-Oct-84,,,,,,NRG,02-Dec-03
HSY,01-Jul-85,,,,,,DTV,23-Dec-03
TRV,09-Jul-86,,,,,,AIZ,05-Feb-04
TMO,01-Sep-87,,,,,,HSP,03-May-04
TIF,30-Dec-87,,,,,,GNW,25-May-04
TWX,19-Mar-92,,,,,,CBG,10-Jun-04
TWC,10-Jan-07,,,,,,CRM,23-Jun-04
TJX,05-Jan-88,,,,,,GOOGL,19-Aug-04
TMK,30-Dec-87,,,,,,WIN,09-Feb-05
TSS,30-Jun-89,,,,,,DISCA,08-Jul-05
TSCO,18-Feb-94,,,,,,EXPE,21-Jul-05
RIG,28-May-93,,,,,,CF,11-Aug-05
TRIP,07-Dec-11,,,,,,AMP,15-Sep-05
FOXA,11-Mar-96,,,,,,ICE,16-Nov-05
TSN,09-Jul-86,,,,,,UA,18-Nov-05
TYC,28-Sep-87,,,,,,CBS,05-Dec-05
USB,05-Nov-87,,,,,,VIAB,05-Dec-05
UA,18-Nov-05,,,,,,CMG,26-Jan-06
UNP,02-Jan-80,,,,,,APA,16-May-06
UNH,26-Mar-90,,,,,,MA,25-May-06
UPS,10-Nov-99,,,,,,WYN,19-Jul-06
MLM,17-Feb-94,,,,,,WU,02-Oct-06
URI,18-Dec-97,,,,,,FSLR,17-Nov-06
UTX,02-Jan-80,,,,,,SE,03-Jan-07
UHS,26-Mar-90,,,,,,TWC,10-Jan-07
UNM,06-Nov-86,,,,,,DAL,03-May-07
URBN,09-Nov-93,,,,,,COV,14-Jun-07
VFC,01-Jul-85,,,,,,DFS,14-Jun-07
VLO,04-Jan-82,,,,,,TEL,14-Jun-07
VAR,05-Jan-88,,,,,,TDC,01-Oct-07
VTR,05-May-97,,,,,,PM,17-Mar-08
VRSN,30-Jan-98,,,,,,V,19-Mar-08
VZ,21-Nov-83,,,,,,DPS,07-May-08
VRTX,24-Jul-91,,,,,,LO,10-Jun-08
VIAB,05-Dec-05,,,,,,SNI,12-Jun-08
V,19-Mar-08,,,,,,DISCK,18-Sep-08
VNO,05-Jan-88,,,,,,MJN,11-Feb-09
VMC,05-Jan-88,,,,,,AVGO,06-Aug-09
WMT,02-Jan-80,,,,,,CFN,21-Aug-09
WAG,01-Jul-85,,,,,,DG,13-Nov-09
DIS,02-Jan-80,,,,,,LYB,28-Apr-10
WM,30-Sep-91,,,,,,QEP,16-Jun-10
WAT,17-Nov-95,,,,,,GM,18-Nov-10
WLP,30-Oct-01,,,,,,NLSN,27-Jan-11
WFC,02-Jan-80,,,,,,KMI,11-Feb-11
WDC,02-Jan-87,,,,,,MPC,24-Jun-11
WU,02-Oct-06,,,,,,XYL,13-Oct-11
WY,02-Jan-80,,,,,,DLPH,17-Nov-11
WHR,10-Jun-83,,,,,,TRIP,07-Dec-11
WFM,23-Jan-92,,,,,,KORS,15-Dec-11
